Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
MTDR,Matador Resources Company,8.58,479574278,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,28.16,584770785.3,n/a,1994,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn
MATX,"Matson, Inc.",23.29,993841500.2,n/a,1992,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/matx
MLP,"Maui Land & Pineapple Company, Inc.",4,75054044,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp
MXT,Maxcom Telecomunicaciones SAB de CV,2.76,311414280.4,n/a,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mxt
MMS,"Maximus, Inc.",80.8,2754171666,n/a,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms
MXL,"MaxLinear, Inc",5.69,186977155.4,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl
MBI,"MBIA, Inc.",10.22,1972945338,n/a,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi
MNI,McClatchy Company (The),2.54,156972177.8,n/a,1988,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mni
MKC,"McCormick & Company, Incorporated",71.68,885681018.9,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc
MKC/V,"McCormick & Company, Incorporated",71.546,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mkc/v
MDR,"McDermott International, Inc.",10.36,2449284834,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mdr
MCD,McDonald&#39;s Corporation,100.63,1.00911E+11,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,2.66,571959693.1,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mux
MHP,"McGraw-Hill Companies, Inc. (The)",51.37,14474147690,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mhp
MCK,McKesson Corporation,107.95,25140407707,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck
MMR,McMoRan Exploration Company,16.47,2680824832,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mmr
MDU,"MDU Resources Group, Inc.",23.68,4471506927,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu
MJN,Mead Johnson Nutrition Company,75.5,15285847629,n/a,2009,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mjn
MIG,"Meadowbrook Insurance Group, Inc.",7.28,363178808.7,n/a,1995,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mig
MWV,Meadwestvaco Corporation,36.13,6367692252,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/mwv
MTL,Mechel OAO,4.52,1881543767,n/a,2004,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl
MTL^,Mechel OAO,1.35,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtl^
MEG,"Media General, Inc.",6.41,174439304.2,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/meg
MPW,"Medical Properties Trust, Inc.",16.45,2254922506,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,23.72,326562253.6,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,14.91,427351150.6,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/mcc
MCQ,Medley Capital Corporation,26.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcq
MCV,Medley Capital Corporation,25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcv
MD,"Mednax, Inc",86,4314454192,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md
MDT,"Medtronic, Inc.",47.12,47770537778,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt
WFR,"MEMC Electronic Materials, Inc.",4.17,964626580.2,n/a,1995,Technology,Semiconductors,http://www.nasdaq.com/symbol/wfr
MW,"Men&#39;s Wearhouse, Inc. (The)",33.43,1701314245,n/a,1986,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/mw
MRK,"Merck & Company, Inc.",45.32,1.36974E+11,n/a,n/a,Consumer Durables,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,38.15,2095269608,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,38.94,1727641245,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,44.07,1586970572,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mth
MTOR,"Meritor, Inc.",4.5,437850000,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mtor
MER^D,"Merrill Lynch & Co., Inc.",25.4125,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^d
MER^E,"Merrill Lynch & Co., Inc.",25.42,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^e
MER^F,"Merrill Lynch & Co., Inc.",25.41,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^f
MER^K,"Merrill Lynch & Co., Inc.",25.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^k
MER^M,"Merrill Lynch & Co., Inc.",25.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^m
MER^P,"Merrill Lynch & Co., Inc.",25.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^p
PIY,"Merrill Lynch Depositor, Inc.",25.5,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/piy
PKH,"Merrill Lynch Depositor, Inc.",25.3516,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pkh
PYY,"Merrill Lynch Depositor, Inc.",25.19,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyy
PZB,"Merrill Lynch Depositor, Inc.",25.18,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pzb
MTR,Mesa Royalty Trust,24,44726160,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,22.53,295593825.3,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/msb
MUSA,Metals USA Holdings Corp.,20.63,769707693.1,n/a,1989,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/musa
MEI,"Methode Electronics, Inc.",12.92,478821530.8,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mei
MET,"MetLife, Inc.",37.39,41009327360,n/a,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met
MET^A,"MetLife, Inc.",25.27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/met^a
MET^B,"MetLife, Inc.",25.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/met^b
MLG,"MetLife, Inc.",25.57,0,n/a,1992,Finance,Life Insurance,http://www.nasdaq.com/symbol/mlg
MLU,"MetLife, Inc.",48.88,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mlu
MPR,Met-Pro Corporation,9.78,143735241.9,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/mpr
PCS,"MetroPCS Communications, Inc.",11.12,4090905564,n/a,1993,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/pcs
MTD,"Mettler-Toledo International, Inc.",207.28,6274203300,n/a,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd
MXE,"Mexico Equity and Income Fund, Inc. (The)",16.52,104239911.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",36.79,492319512.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxf
MFA,"MFA Financial, Inc.",9.45,3391301277,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa
MFA^A,"MFA Financial, Inc.",26.1501,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfa^a
MFO,"MFA Financial, Inc.",26.49,0,n/a,1988,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfo
MIL,MFC Industrial Ltd.,8.3,519182645.8,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mil
MCR,MFS Charter Income Trust,10.06,552164487.6,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/mcr
MGF,MFS Government Markets Income Trust,6.5599,213197438.8,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/mgf
MIN,MFS Intermediate Income Trust,6.5,764620811.5,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/min
MMT,MFS Multimarket Income Trust,7.36,576862845.4,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/mmt
MFM,MFS Municipal Income Trust,7.69,316099926.2,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/mfm
MFV,MFS Special Value Trust,7.29,50694958.89,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/mfv
MTG,MGIC Investment Corporation,4.87,987432283,n/a,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg
MGM,MGM Resorts International,12.27,6003763810,n/a,1982,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm
KORS,Michael Kors Holdings Limited,54.66,10949389478,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors
MAA,"Mid-America Apartment Communities, Inc.",70.32,2983785963,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa
MPO,"Midstates Petroleum Company, Inc.",6.67,455994603.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpo
MM,"Millennial Media, Inc.",6.06,480356977.7,n/a,1991,Technology,Advertising,http://www.nasdaq.com/symbol/mm
MILL,"Miller Energy Resources, Inc.",3.56,154556310.6,n/a,1994,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mill
MILL^C,"Miller Energy Resources, Inc.",21.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mill^c
MLR,"Miller Industries, Inc.",15.61,174456033.2,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr
MR,Mindray Medical International Limited,39.87,4613473682,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mr
MSA,Mine Safety Appliances Company,49.62,1836681472,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
MTX,Minerals Technologies Inc.,40.33,1414440411,n/a,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx
MP^D,Mississippi Power Company,25.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mp^d
MG,Mistras Group Inc,23.6,664619825.2,n/a,2009,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/mg
MTU,Mitsubishi UFJ Financial Group Inc,6.27,88701811544,n/a,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu
MFG,"Mizuho Financial Group, Inc.",4.51,54181972239,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems,19.84,19730078226,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MODN,"Model N, Inc.",19.38,415459796.5,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,8.94,421950906.7,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod
MHK,"Mohawk Industries, Inc.",108.73,7566988565,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,30.8,1397171068,n/a,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
TAP,Molson Coors Brewing  Company,51.02,7998576521,n/a,1996,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap
TAP/A,Molson Coors Brewing  Company,51.51,0,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap/a
MCP,"Molycorp, Inc",5.22,984396019.9,n/a,2010,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mcp
MCP^A,"Molycorp, Inc",20.6,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcp^a
MGI,"Moneygram International, Inc.",17.24,997453387,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mgi
MNR,Monmouth Real Estate Investment Corporation,10.92,456952750.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr
MNR^A,Monmouth Real Estate Investment Corporation,25.82,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^a
MNR^B,Monmouth Real Estate Investment Corporation,26.7899,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^b
MON,Monsanto Company,105.74,56656899505,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon
MWW,"Monster Worldwide, Inc.",4.54,530441882.3,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/mww
MTS,"Montgomery Street Income Securities, Inc.",17.17,177992959.5,n/a,1973,n/a,n/a,http://www.nasdaq.com/symbol/mts
MRH,Montpelier Re Holdings Ltd.,26,1406222870,n/a,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mrh
MRH^A,Montpelier Re Holdings Ltd.,28.6452,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mrh^a
MCO,Moody&#39;s Corporation,52.8,11760313594,n/a,1993,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco
MOG/A,Moog Inc.,43.99,0,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mog/a
MOG/B,Moog Inc.,44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog/b
MS,Morgan Stanley,21.33,41824356232,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,23.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^a
MSJ,Morgan Stanley,25.44,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/msj
MSK,Morgan Stanley,25.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/msk
MSZ,Morgan Stanley,25.16,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msz
MWG,Morgan Stanley,25.14,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwg
MWO,Morgan Stanley,25,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwo
MWR,Morgan Stanley,25.25,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwr
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",15.88,310881711.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apf
CAF,Morgan Stanley China A Share Fund Inc.,22.89,500866733.9,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/caf
RNE,"Morgan Stanley Eastern Europe Fund, Inc.",16.5,67918207.5,n/a,1996,n/a,n/a,http://www.nasdaq.com/symbol/rne
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",11.78,278827134.1,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/msd
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",16.56,1199466236,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/edd
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",15.37,230213350.9,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/msf
IIF,"Morgan Stanley India Investment Fund, Inc.",17.27,385654556.7,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/iif
MOS,Mosaic Company (The),59.35,17626635030,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos
MSI,"Motorola Solutions, Inc.",62.99,17152886015,n/a,1972,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
MOV,Movado Group Inc.,31.79,808759725.8,n/a,n/a,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov
MPG,"MPG Office Trust, Inc.",2.7,154579403.7,n/a,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpg
MPG^A,"MPG Office Trust, Inc.",27.05,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpg^a
MPLX,MPLX LP,36.05,2664204232,n/a,1983,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx
MRC,MRC Global Inc.,30.35,3084684437,n/a,1996,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc
ICB,"MS Income Securities, Inc.",18.05,162968829.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icb
HJL,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,24.82,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjl
HJN,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,24.981,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjn
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,16.4,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv
HJJ,MS Structured Asset Corp SATURNS Goldman Sachs,25.087,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjj
HJR,MS Structured Asset Corp.,25.24,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjr
MSM,"MSC Industrial Direct Company, Inc.",82.59,5215533558,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm
MSCI,MSCI Inc,32.66,3940562939,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci
MLI,"Mueller Industries, Inc.",50.86,1429917660,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli
MWA,MUELLER WATER PRODUCTS,5.53,872133540.5,n/a,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa
MUR,Murphy Oil Corporation,62.76,11984745435,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mur
MVO,MV Oil Trust,27.29,313835000,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo
MVC,"MVC Capital, Inc.",12.75,304941520.5,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/mvc
MVCB,"MVC Capital, Inc.",25.31,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvcb
MYE,"Myers Industries, Inc.",13.22,446997455.9,n/a,1971,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye
NBR,Nabors Industries Ltd.,14.9,4336449289,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr
NC,"NACCO Industries, Inc.",49.72,337459683.4,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/nc
NTE,"Nam Tai Electronics, Inc.",12.95,580208368.3,n/a,1988,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/nte
NBHC,National Bank Holdings Corporation,18.47,966256313.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
NBG,National Bank of Greece SA,0.78,745750576,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbg
NBG^A,National Bank of Greece SA,6.99,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbg^a
NFP,National Financial Partners Corporation,23.18,924313348.2,n/a,2003,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/nfp
NFG,National Fuel Gas Company,58.83,4911742879,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg
NGG,"National Grid Transco, PLC",59.47,42449259065,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg
NHI,"National Health Investors, Inc.",65.54,1826581973,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi
NOV,"National Oilwel Varcol, Inc.",66.83,28512336497,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nov
NPK,"National Presto Industries, Inc.",78.13,538640564.5,n/a,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/npk
NNN,National Retail Properties,36.77,4292576424,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nnn
NNN^D,National Retail Properties,26.89,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nnn^d
NRC,National Rural Utilities Cooperative Finance Corp,25.83,0,n/a,n/a,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/nrc
NRU,National Rural Utilities Cooperative Finance Corp,25.53,0,n/a,n/a,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/nru
SID,National Steel Company,4.43,6458807578,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/sid
NSM,Nationstar Mortgage Holdings Inc.,33.47,3027332716,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nsm
NW^C,Natl Westminster Pfd,25.35,0,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nw^c
NGS,"Natural Gas Services Group, Inc.",18.98,234051851,n/a,2002,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ngs
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",22.42,502251136.1,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ngvc
NRP,Natural Resource Partners LP,22.91,2515802267,n/a,2002,Energy,Coal Mining,http://www.nasdaq.com/symbol/nrp
NTZ,"Natuzzi, S.p.A.",2.18,119579638.1,n/a,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/ntz
NLS,"Nautilus Group, Inc. (The)",7.13,220847015.7,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/nls
NCI,"Navigant Consulting, Inc.",12.56,638305191.1,n/a,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/nci
NNA,Navios Maritime Acquisition Corporation,3.4,257598293.6,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nna
NNA/U,Navios Maritime Acquisition Corporation,3.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nna/u
NNA/WS,Navios Maritime Acquisition Corporation,0.077,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nna/ws
NM,Navios Maritime Holdings Inc.,4.31,441486286,n/a,1986,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nm
NMM,Navios Maritime Partners LP,13.69,893740191.5,n/a,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nmm
NAV,Navistar International Corporation,30.75,2463531146,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav
NAV^D,Navistar International Corporation,10.11,0,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav^d
NCS,"NCI Building Systems, Inc.",16.88,349402546.6,n/a,1972,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/ncs
NCR,NCR Corporation,26.57,4350370984,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ncr
NP,"Neenah Paper, Inc.",28.98,461796300,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/np
NNI,"Nelnet, Inc.",33.2,1544723060,n/a,2003,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nni
NPTN,NeoPhotonics Corporation,4.86,148664960.3,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/nptn
N,Netsuite Inc,78,5713743828,n/a,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/n
NSR,"Neustar, Inc.",43.21,2857818097,n/a,2005,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/nsr
HYB,"New America High Income Fund, Inc. (The)",10.61,246705566.1,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/hyb
GF,"New Germany Fund, Inc. (The)",16.85,291032391.2,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/gf
IRL,"New Ireland Fund, Inc. (The)",10.28,52198735.44,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/irl
NMFC,New Mountain Finance Corporation,14.21,444153642.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nmfc
EDU,"New Oriental Education & Technology Group, Inc.",16.5,2613259886,n/a,2006,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edu
NSLP,New Source Energy Partners L.P.,20.35,137840725,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nslp
NWY,"New York & Company, Inc.",4.23,265768180.1,n/a,2004,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/nwy
NYCB,"New York Community Bancorp, Inc.",13.61,5993215381,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/nycb
NYCB^U,"New York Community Bancorp, Inc.",49.15,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nycb^u
NYT,New York Times Company (The),9.3,1375984550,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nyt
NCT,Newcastle Investment Corporation,11.04,2793403121,n/a,2002,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nct
NCT^B,Newcastle Investment Corporation,26.2363,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nct^b
NCT^C,Newcastle Investment Corporation,25.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nct^c
NCT^D,Newcastle Investment Corporation,25.619,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nct^d
NWL,Newell Rubbermaid Inc.,25.25,7231600000,n/a,1972,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/nwl
NFX,Newfield Exploration Company,21.47,2908806205,n/a,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nfx
NJR,NewJersey Resources Corporation,44.84,1874763673,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/njr
NEU,NewMarket Corporation,262.75,3519083532,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/neu
